Date,From Time,To Time,Section,Subject Code - Subject Name,Location
6/16/2023,10:00,12:00,4H4-1,19MA205 - Differential Equations and Laplace Transforms,RB 2F LH 06
6/16/2023,10:00,12:00,4L4-1,19CH409 - Chemical Reaction Engineering II,RB 3F LH 05
6/16/2023,10:00,12:00,4M1-1,19AG422 - Precision Farming Techniques for Protected Cultivation,RB 3F LH 12
6/16/2023,10:00,12:00,4N1-1,19ME505 - Computer Aided Design,RB 1F LH 05
6/16/2023,10:00,12:00,4Y1-1,19CS408 - Software Engineering,CSE 2F LH 02
6/16/2023,10:00,12:00,4Y1-1,19CS413 - Artificial Intelligence,CSE 2F LH 01
6/16/2023,10:00,12:00,4Z2-1,19CS405 - Operating System,CSE 2F OW OPEN SOURCE LAB
6/16/2023,10:00,12:00,5J2-1,19EC410 - VLSI Design,ECE 2F LH 01
6/16/2023,10:00,12:00,5J2-2,19EC410 - VLSI Design,ECE 4F LH 02
6/16/2023,10:00,12:00,5L1-1,19EC403 - Communication Theory,ECE 3F LH 01
6/16/2023,10:00,12:00,5P4-1,19ME412 - Mechatronics,RB 2F LH 05
6/16/2023,10:00,12:00,5W4-1,19EI405 - Industrial Instrumentation I,EEE 3F OW LH 01
6/16/2023,3:00,5:00,3S4-1,19CS517 - Mobile Computing,CSE 3F LH 02
6/16/2023,3:00,5:00,3V2-1,19BM409 - Pattern Recognition and Neural Networks,CSE 1F LH 01
6/16/2023,3:00,5:00,3V2-1,19EC501 - Multimedia Compression Techniques,ECE 1F LH 01
6/16/2023,3:00,5:00,3Y3-1,19EC307 - Communication Engineering,ECE 1F LH 02
6/16/2023,3:00,5:00,4F2-2,19CY205 - Principles of Chemistry in Engineering,RB 2F LH 10
6/16/2023,3:00,5:00,4I2-1,19CY205 - Principles of Chemistry in Engineering,RB 2F LH 07
6/16/2023,3:00,5:00,4O2-1,19CH412 - Process Equipment Design and Drawing,RB 3F LH 12
6/16/2023,3:00,5:00,4S2-1,19MA211 - Statistics and Numerical Methods,CSE 2F LH 01
6/16/2023,3:00,5:00,4S2-2,19MA211 - Statistics and Numerical Methods,RB 2F LH 04
6/16/2023,3:00,5:00,4S3-1,19MA202 - Calculus and Laplace Transforms,RB 2F LH 06
6/16/2023,3:00,5:00,4S3-1,19ME302 - Engineering Drawing,RB 3F LH 05
6/16/2023,3:00,5:00,4S3-2,19ME302 - Engineering Drawing,RB 3F LH 04
6/16/2023,3:00,5:00,4X2-1,19PH211 - Materials Science,RB 3F LH 03
6/16/2023,3:00,5:00,4X2-2,19PH211 - Materials Science,RB 3F LH 02
6/16/2023,3:00,5:00,5I1-2,19EC303 - Digital Principles and System Design,ECE 4F LH 01
6/16/2023,3:00,5:00,5K1-2,19EC403 - Communication Theory,ECE 2F LH 01
6/16/2023,3:00,5:00,5U2-1,19EC415 - Optical Communication and Networks,CSE 2F OW IITB REMOTE CENTRE
